survived,pclass,sex,age,sibsp,parch,fare,adult_male,alone,difference from mean,fare_zscore,fare zscore,difference from mean (age),age zscore,child,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,deck_Unknown,embark_Queenstown,embark_Southampton,embark_Unknown,family size
1,1,0,18.0,2,2,262.375,0,0,230.17079203142535,4.631815484039331,4.631815484039331,-11.69911764705882,-0.8053639758717436,1,1,0,0,0,0,0,0,0,0,0,4
0,2,0,26.0,1,1,26.0,0,0,-6.204207968574636,-0.1248496661171533,-0.1248496661171533,-3.69911764705882,-0.2546462207944016,0,0,0,0,0,0,0,1,0,1,0,2
0,3,1,28.0,0,0,7.8958,1,1,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,-1.69911764705882,-0.1169667820250661,0,0,0,0,0,0,0,1,0,1,0,0
0,2,1,43.0,1,1,26.25,1,0,-5.954207968574636,-0.119818819845174,-0.119818819845174,13.30088235294118,0.91562900874495,0,0,0,0,0,0,0,1,0,1,0,2
1,3,0,26.0,0,0,7.8542,0,1,-24.35000796857464,-0.4900045872454856,-0.4900045872454856,-3.69911764705882,-0.2546462207944016,0,0,0,0,0,0,0,1,0,1,0,0
1,2,0,24.0,1,0,26.0,0,0,-6.204207968574636,-0.1248496661171533,-0.1248496661171533,-5.69911764705882,-0.392325659563737,0,0,0,0,0,0,0,1,0,1,0,1
0,2,1,54.0,0,0,14.0,1,1,-18.20420796857464,-0.3663302871721626,-0.3663302871721626,24.30088235294118,1.6728659219762951,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0,31.0,0,2,164.8667,0,0,132.66249203142536,2.669618413871151,2.669618413871151,1.30088235294118,0.0895523761289371,0,0,1,0,0,0,0,0,0,1,0,2
1,1,0,40.0,1,1,134.5,0,0,102.29579203142536,2.0585376159218884,2.0585376159218884,10.30088235294118,0.7091098505909468,0,0,0,0,1,0,0,0,0,0,0,2
0,3,1,22.0,0,0,7.25,1,1,-24.95420796857464,-0.5021631365156053,-0.5021631365156053,-7.69911764705882,-0.5300050983330725,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,27.0,0,0,7.8958,1,1,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,-2.69911764705882,-0.1858065014097338,0,0,0,0,0,0,0,1,0,1,0,0
1,2,0,30.0,0,0,12.35,0,1,-19.854207968574634,-0.3995338725672263,-0.3995338725672263,0.3008823529411799,0.0207126567442693,0,0,0,0,0,0,0,1,1,0,0,0
1,2,0,22.0,1,1,29.0,0,0,-3.204207968574636,-0.064479510853401,-0.064479510853401,-7.69911764705882,-0.5300050983330725,0,0,0,0,0,0,0,1,0,1,0,2
0,3,1,,8,2,69.55,1,0,37.34579203142536,0.751523754461651,0.751523754461651,,,0,0,0,0,0,0,0,1,0,1,0,10
1,1,0,36.0,0,0,135.6333,0,1,103.42909203142536,2.081343448242025,2.081343448242025,6.30088235294118,0.4337509730522758,0,0,1,0,0,0,0,0,0,0,0,0
0,3,1,61.0,0,0,6.2375,1,1,-25.966707968574635,-0.5225380639171217,-0.5225380639171217,31.30088235294118,2.1547439576689693,0,0,0,0,0,0,0,1,0,1,0,0
1,2,0,36.0,0,0,13.0,0,1,-19.20420796857464,-0.38645367226008,-0.38645367226008,6.30088235294118,0.4337509730522758,0,0,0,1,0,0,0,0,0,1,0,0
1,3,0,31.0,1,1,20.525,0,0,-11.679207968574636,-0.2350251994735013,-0.2350251994735013,1.30088235294118,0.0895523761289371,0,0,0,0,0,0,0,1,0,1,0,2
1,1,0,16.0,0,1,57.9792,0,0,25.774992031425363,0.518680090286376,0.518680090286376,-13.69911764705882,-0.943043414641079,1,1,0,0,0,0,0,0,0,0,0,1
1,3,0,,2,0,23.25,0,0,-8.954207968574636,-0.1801889751089263,-0.1801889751089263,,,0,0,0,0,0,0,0,1,1,0,0,2
0,1,1,45.5,0,0,28.5,1,1,-3.704207968574636,-0.0745412033973597,-0.0745412033973597,15.80088235294118,1.0877283072066193,0,0,1,0,0,0,0,0,0,1,0,0
0,1,1,38.0,0,1,153.4625,1,0,121.25829203142536,2.440127305651523,2.440127305651523,8.30088235294118,0.5714304118216114,0,0,1,0,0,0,0,0,0,1,0,1
0,3,1,16.0,2,0,18.0,1,0,-14.204207968574636,-0.2858367468204928,-0.2858367468204928,-13.69911764705882,-0.943043414641079,1,0,0,0,0,0,0,1,0,1,0,2
1,1,0,,1,0,133.65,0,0,101.44579203142536,2.041432738597159,2.041432738597159,,,0,0,0,0,0,0,0,1,0,1,0,1
0,3,1,,0,0,7.8958,1,1,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,,,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,29.0,1,0,66.6,1,0,34.39579203142536,0.6921597684522944,0.6921597684522944,-0.6991176470588201,-0.0481270626403983,0,0,1,0,0,0,0,0,0,1,0,1
1,1,0,41.0,0,0,134.5,0,1,102.29579203142536,2.0585376159218884,2.0585376159218884,11.30088235294118,0.7779495699756146,0,0,0,0,1,0,0,0,0,0,0,0
1,3,1,45.0,0,0,8.05,1,1,-24.154207968574635,-0.4860644284452713,-0.4860644284452713,15.30088235294118,1.0533084475142855,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,45.0,0,0,35.5,1,1,3.295792031425364,0.0663224922180622,0.0663224922180622,15.30088235294118,1.0533084475142855,0,0,0,0,0,0,0,1,0,1,0,0
1,2,1,2.0,1,1,26.0,0,0,-6.204207968574636,-0.1248496661171533,-0.1248496661171533,-27.69911764705882,-1.9067994860264277,1,0,0,0,0,1,0,0,0,1,0,2
1,1,0,24.0,3,2,263.0,0,0,230.79579203142535,4.644392599719279,4.644392599719279,-5.69911764705882,-0.392325659563737,0,0,1,0,0,0,0,0,0,1,0,5
0,2,1,28.0,0,0,13.0,1,1,-19.20420796857464,-0.38645367226008,-0.38645367226008,-1.69911764705882,-0.1169667820250661,0,0,0,0,0,0,0,1,0,1,0,0
0,2,1,25.0,0,0,13.0,1,1,-19.20420796857464,-0.38645367226008,-0.38645367226008,-4.69911764705882,-0.3234859401790693,0,0,0,0,0,0,0,1,0,1,0,0
0,2,1,36.0,0,0,13.0,1,1,-19.20420796857464,-0.38645367226008,-0.38645367226008,6.30088235294118,0.4337509730522758,0,0,0,0,0,0,0,1,0,1,0,0
1,2,0,24.0,0,0,13.0,0,1,-19.20420796857464,-0.38645367226008,-0.38645367226008,-5.69911764705882,-0.392325659563737,0,0,0,0,0,1,0,0,0,1,0,0
1,2,0,40.0,0,0,13.0,0,1,-19.20420796857464,-0.38645367226008,-0.38645367226008,10.30088235294118,0.7091098505909468,0,0,0,0,0,0,0,1,0,1,0,0
1,3,0,,1,0,16.1,0,0,-16.104207968574634,-0.3240711784875359,-0.3240711784875359,,,0,0,0,0,0,0,0,1,0,1,0,1
1,3,1,3.0,1,1,15.9,0,0,-16.304207968574637,-0.3280958555051195,-0.3280958555051195,-26.69911764705882,-1.83795976664176,1,0,0,0,0,0,0,1,0,1,0,2
0,3,1,42.0,0,0,8.6625,1,1,-23.541707968574634,-0.4737388550789219,-0.4737388550789219,12.30088235294118,0.8467892893602823,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,23.0,0,0,9.225,1,1,-22.979207968574634,-0.4624194509669683,-0.4624194509669683,-6.69911764705882,-0.4611653789484048,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,,0,0,35.0,1,1,2.795792031425364,0.0562607996741035,0.0562607996741035,,,0,0,1,0,0,0,0,0,0,1,0,0
0,3,1,15.0,1,1,7.2292,0,0,-24.97500796857464,-0.502581702925434,-0.502581702925434,-14.69911764705882,-1.0118831340257468,1,0,0,0,0,0,0,1,0,0,0,2
0,3,1,25.0,1,0,17.8,1,0,-14.404207968574635,-0.2898614238380763,-0.2898614238380763,-4.69911764705882,-0.3234859401790693,0,0,0,0,0,0,0,1,0,1,0,1
0,3,1,,0,0,7.225,1,1,-24.979207968574634,-0.5026662211428032,-0.5026662211428032,,,0,0,0,0,0,0,0,1,0,0,0,0
0,3,1,28.0,0,0,9.5,1,1,-22.70420796857464,-0.4568855200677911,-0.4568855200677911,-1.69911764705882,-0.1169667820250661,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0,22.0,0,1,55.0,0,0,22.795792031425364,0.4587285014324523,0.4587285014324523,-7.69911764705882,-0.5300050983330725,0,0,0,0,1,0,0,0,0,1,0,1
0,2,0,38.0,0,0,13.0,0,1,-19.20420796857464,-0.38645367226008,-0.38645367226008,8.30088235294118,0.5714304118216114,0,0,0,0,0,0,0,1,0,1,0,0
1,3,0,,0,0,7.8792,0,1,-24.325007968574635,-0.4895015026182876,-0.4895015026182876,,,0,0,0,0,0,0,0,1,1,0,0,0
1,3,0,,0,0,7.8792,0,1,-24.325007968574635,-0.4895015026182876,-0.4895015026182876,,,0,0,0,0,0,0,0,1,1,0,0,0
0,3,1,40.0,1,4,27.9,1,0,-4.304207968574637,-0.0866152344501102,-0.0866152344501102,10.30088235294118,0.7091098505909468,0,0,0,0,0,0,0,1,0,1,0,5
0,2,1,29.0,1,0,27.7208,1,0,-4.483407968574635,-0.090221345057865,-0.090221345057865,-0.6991176470588201,-0.0481270626403983,0,0,0,0,0,0,0,1,0,0,0,1
0,3,0,45.0,0,1,14.4542,0,0,-17.750007968574636,-0.3571902456652305,-0.3571902456652305,15.30088235294118,1.0533084475142855,0,0,0,0,0,0,0,1,0,0,0,1
0,3,1,35.0,0,0,7.05,1,1,-25.154207968574635,-0.5061878135331888,-0.5061878135331888,5.30088235294118,0.364911253667608,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,,1,0,15.5,1,0,-16.704207968574636,-0.3361452095402864,-0.3361452095402864,,,0,0,0,0,0,0,0,1,1,0,0,1
0,3,1,30.0,0,0,7.25,1,1,-24.95420796857464,-0.5021631365156053,-0.5021631365156053,0.3008823529411799,0.0207126567442693,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0,60.0,1,0,75.25,0,0,43.04579203142536,0.8662270494627804,0.8662270494627804,30.30088235294118,2.085904238284302,0,0,0,1,0,0,0,0,0,0,0,1
1,3,0,,0,0,7.2292,0,1,-24.97500796857464,-0.502581702925434,-0.502581702925434,,,0,0,0,0,0,0,0,1,0,0,0,0
1,3,0,,0,0,7.75,0,1,-24.45420796857464,-0.4921014439716465,-0.4921014439716465,,,0,0,0,0,0,0,0,1,1,0,0,0
1,1,0,24.0,0,0,69.3,0,1,37.09579203142536,0.7464929081896716,0.7464929081896716,-5.69911764705882,-0.392325659563737,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,25.0,1,0,55.4417,1,0,23.23749203142536,0.4676170006257854,0.4676170006257854,-4.69911764705882,-0.3234859401790693,0,0,0,0,1,0,0,0,0,0,0,1
0,3,1,18.0,1,0,6.4958,1,0,-25.70840796857464,-0.5173401935489127,-0.5173401935489127,-11.69911764705882,-0.8053639758717436,1,0,0,0,0,0,0,1,0,1,0,1
0,3,1,19.0,0,0,8.05,1,1,-24.154207968574635,-0.4860644284452713,-0.4860644284452713,-10.69911764705882,-0.7365242564870758,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,22.0,0,0,135.6333,1,1,103.42909203142536,2.081343448242025,2.081343448242025,-7.69911764705882,-0.5300050983330725,0,0,0,0,0,0,0,1,0,0,0,0
0,3,0,3.0,3,1,21.075,0,0,-11.129207968574637,-0.2239573376751467,-0.2239573376751467,-26.69911764705882,-1.83795976664176,1,0,0,0,0,0,0,1,0,1,0,4
1,1,0,,1,0,82.1708,0,0,49.96659203142536,1.0054969729792391,1.0054969729792391,,,0,0,0,0,0,0,0,1,0,0,0,1
1,3,0,22.0,0,0,7.25,0,1,-24.95420796857464,-0.5021631365156053,-0.5021631365156053,-7.69911764705882,-0.5300050983330725,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,27.0,0,2,211.5,1,0,179.29579203142538,3.608038267691532,3.608038267691532,-2.69911764705882,-0.1858065014097338,0,0,1,0,0,0,0,0,0,0,0,2
0,3,1,20.0,0,0,4.0125,1,1,-28.19170796857464,-0.5673125957377381,-0.5673125957377381,-9.69911764705882,-0.667684537102408,0,0,0,0,0,0,0,1,0,0,0,0
0,3,1,19.0,0,0,7.775,1,1,-24.42920796857464,-0.4915983593444487,-0.4915983593444487,-10.69911764705882,-0.7365242564870758,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0,42.0,0,0,227.525,0,1,195.32079203142536,3.930515513725408,3.930515513725408,12.30088235294118,0.8467892893602823,0,0,0,0,0,0,0,1,0,0,0,0
1,3,0,1.0,0,2,15.7417,0,0,-16.462507968574634,-0.3312813873645368,-0.3312813873645368,-28.69911764705882,-1.9756392054110952,1,0,0,0,0,0,0,1,0,0,0,2
0,3,1,32.0,0,0,7.925,1,1,-24.279207968574635,-0.488579851581261,-0.488579851581261,2.30088235294118,0.1583920955136048,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0,35.0,1,0,52.0,0,0,19.795792031425364,0.3983583461687,0.3983583461687,5.30088235294118,0.364911253667608,0,0,0,0,0,0,0,1,0,1,0,1
0,3,1,,0,0,7.8958,1,1,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,,,0,0,0,0,0,0,0,1,0,1,0,0
0,2,1,18.0,0,0,73.5,1,1,41.29579203142536,0.8310111255589249,0.8310111255589249,-11.69911764705882,-0.8053639758717436,1,0,0,0,0,0,0,1,0,1,0,0
0,3,1,1.0,5,2,46.9,0,0,14.695792031425364,0.295729082220321,0.295729082220321,-28.69911764705882,-1.9756392054110952,1,0,0,0,0,0,0,1,0,1,0,7
1,2,0,36.0,0,0,13.0,0,1,-19.20420796857464,-0.38645367226008,-0.38645367226008,6.30088235294118,0.4337509730522758,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,,0,0,7.7292,1,1,-24.47500796857464,-0.4925200103814753,-0.4925200103814753,,,0,0,0,0,0,0,0,1,1,0,0,0
1,2,0,17.0,0,0,12.0,0,1,-20.20420796857464,-0.4065770573479975,-0.4065770573479975,-12.69911764705882,-0.8742036952564113,1,0,0,0,0,0,0,1,0,0,0,0
1,1,1,36.0,1,2,120.0,1,0,87.79579203142536,1.7667485321470855,1.7667485321470855,6.30088235294118,0.4337509730522758,0,1,0,0,0,0,0,0,0,1,0,3
1,3,1,21.0,0,0,7.7958,1,1,-24.40840796857464,-0.49117979293462,-0.49117979293462,-8.69911764705882,-0.5988448177177403,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,28.0,2,0,7.925,1,0,-24.279207968574635,-0.488579851581261,-0.488579851581261,-1.69911764705882,-0.1169667820250661,0,0,0,0,0,0,0,1,0,1,0,2
1,1,0,23.0,1,0,113.275,0,0,81.07079203142537,1.6314187674308411,1.6314187674308411,-6.69911764705882,-0.4611653789484048,0,0,0,1,0,0,0,0,0,0,0,1
1,3,0,24.0,0,2,16.7,0,0,-15.504207968574637,-0.3119971474347855,-0.3119971474347855,-5.69911764705882,-0.392325659563737,0,0,0,0,0,0,1,0,0,1,0,2
0,3,1,22.0,0,0,7.7958,1,1,-24.40840796857464,-0.49117979293462,-0.49117979293462,-7.69911764705882,-0.5300050983330725,0,0,0,0,0,0,0,1,0,1,0,0
0,3,0,31.0,0,0,7.8542,0,1,-24.35000796857464,-0.4900045872454856,-0.4900045872454856,1.30088235294118,0.0895523761289371,0,0,0,0,0,0,0,1,0,1,0,0
0,2,1,46.0,0,0,26.0,1,1,-6.204207968574636,-0.1248496661171533,-0.1248496661171533,16.30088235294118,1.1221481668989532,0,0,0,0,0,0,0,1,0,1,0,0
0,2,1,23.0,0,0,10.5,1,1,-21.70420796857464,-0.4367621349798736,-0.4367621349798736,-6.69911764705882,-0.4611653789484048,0,0,0,0,0,0,0,1,0,1,0,0
1,2,0,28.0,0,0,12.65,0,1,-19.55420796857464,-0.3934968570408512,-0.3934968570408512,-1.69911764705882,-0.1169667820250661,0,0,0,0,0,0,0,1,0,1,0,0
1,3,1,39.0,0,0,7.925,1,1,-24.279207968574635,-0.488579851581261,-0.488579851581261,9.30088235294118,0.6402701312062791,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,26.0,0,0,8.05,1,1,-24.154207968574635,-0.4860644284452713,-0.4860644284452713,-3.69911764705882,-0.2546462207944016,0,0,0,0,0,0,0,1,0,1,0,0
0,3,0,21.0,1,0,9.825,0,0,-22.37920796857464,-0.4503454199142179,-0.4503454199142179,-8.69911764705882,-0.5988448177177403,0,0,0,0,0,0,0,1,0,1,0,1
0,3,1,28.0,1,0,15.85,1,0,-16.354207968574634,-0.3291020247595153,-0.3291020247595153,-1.69911764705882,-0.1169667820250661,0,0,0,0,0,0,0,1,0,1,0,1
0,3,0,20.0,0,0,8.6625,0,1,-23.541707968574634,-0.4737388550789219,-0.4737388550789219,-9.69911764705882,-0.667684537102408,0,0,0,0,0,0,0,1,0,1,0,0
0,2,1,34.0,1,0,21.0,1,0,-11.204207968574636,-0.2254665915567405,-0.2254665915567405,4.30088235294118,0.2960715342829403,0,0,0,0,0,0,0,1,0,1,0,1
0,3,1,51.0,0,0,7.75,1,1,-24.45420796857464,-0.4921014439716465,-0.4921014439716465,21.30088235294118,1.466346763822292,0,0,0,0,0,0,0,1,0,1,0,0
1,2,1,3.0,1,1,18.75,0,0,-13.454207968574636,-0.2707442080045548,-0.2707442080045548,-26.69911764705882,-1.83795976664176,1,0,0,0,0,0,0,1,0,1,0,2
0,3,1,21.0,0,0,7.775,1,1,-24.42920796857464,-0.4915983593444487,-0.4915983593444487,-8.69911764705882,-0.5988448177177403,0,0,0,0,0,0,0,1,0,1,0,0
0,3,0,,3,1,25.4667,0,0,-6.737507968574636,-0.1355814673845397,-0.1355814673845397,,,0,0,0,0,0,0,0,1,0,1,0,4
0,3,1,,0,0,7.8958,1,1,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,,,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,,0,0,6.8583,1,1,-25.34590796857464,-0.5100454664545425,-0.5100454664545425,,,0,0,0,0,0,0,0,1,1,0,0,0
1,1,0,33.0,1,0,90.0,0,0,57.79579203142536,1.1630469795095626,1.1630469795095626,3.30088235294118,0.2272318148982726,0,0,1,0,0,0,0,0,1,0,0,1
0,2,1,,0,0,0.0,1,1,-32.20420796857464,-0.6480576784030068,-0.6480576784030068,,,0,0,0,0,0,0,0,1,0,1,0,0
1,3,1,44.0,0,0,7.925,1,1,-24.279207968574635,-0.488579851581261,-0.488579851581261,14.30088235294118,0.9844687281296176,0,0,0,0,0,0,0,1,0,1,0,0
0,3,0,,0,0,8.05,0,1,-24.154207968574635,-0.4860644284452713,-0.4860644284452713,,,0,0,0,0,0,0,0,1,0,1,0,0
1,2,0,34.0,1,1,32.5,0,0,0.2957920314253641,0.0059523369543099,0.0059523369543099,4.30088235294118,0.2960715342829403,0,0,0,0,0,0,0,1,0,1,0,2
1,2,0,18.0,0,2,13.0,0,0,-19.20420796857464,-0.38645367226008,-0.38645367226008,-11.69911764705882,-0.8053639758717436,1,0,0,0,0,0,0,1,0,1,0,2
0,2,1,30.0,0,0,13.0,1,1,-19.20420796857464,-0.38645367226008,-0.38645367226008,0.3008823529411799,0.0207126567442693,0,0,0,0,0,0,0,1,0,1,0,0
0,3,0,10.0,0,2,24.15,0,0,-8.054207968574637,-0.1620779285298006,-0.1620779285298006,-19.69911764705882,-1.3560817309490854,1,0,0,0,0,0,0,1,0,1,0,2
0,3,1,,0,0,7.8958,1,1,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,,,0,0,0,0,0,0,0,1,0,0,0,0
0,3,1,21.0,0,0,7.7333,1,1,-24.47090796857464,-0.4924375045026148,-0.4924375045026148,-8.69911764705882,-0.5988448177177403,0,0,0,0,0,0,0,1,1,0,0,0
0,3,1,29.0,0,0,7.875,1,1,-24.32920796857464,-0.4895860208356569,-0.4895860208356569,-0.6991176470588201,-0.0481270626403983,0,0,0,0,0,0,0,1,0,1,0,0
0,3,0,28.0,1,1,14.4,0,0,-17.804207968574637,-0.3582809331369956,-0.3582809331369956,-1.69911764705882,-0.1169667820250661,0,0,0,0,0,0,0,1,0,1,0,2
0,3,1,18.0,1,1,20.2125,1,0,-11.991707968574636,-0.2413137573134755,-0.2413137573134755,-11.69911764705882,-0.8053639758717436,1,0,0,0,0,0,0,1,0,1,0,2
0,3,1,,0,0,7.25,1,1,-24.95420796857464,-0.5021631365156053,-0.5021631365156053,,,0,0,0,0,0,0,0,1,0,1,0,0
1,2,0,28.0,1,0,26.0,0,0,-6.204207968574636,-0.1248496661171533,-0.1248496661171533,-1.69911764705882,-0.1169667820250661,0,0,0,0,0,0,0,1,0,1,0,1
1,2,0,19.0,0,0,26.0,0,1,-6.204207968574636,-0.1248496661171533,-0.1248496661171533,-10.69911764705882,-0.7365242564870758,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,,0,0,7.75,1,1,-24.45420796857464,-0.4921014439716465,-0.4921014439716465,,,0,0,0,0,0,0,0,1,1,0,0,0
1,3,1,32.0,0,0,8.05,1,1,-24.154207968574635,-0.4860644284452713,-0.4860644284452713,2.30088235294118,0.1583920955136048,0,0,0,0,1,0,0,0,0,1,0,0
1,1,1,28.0,0,0,26.55,1,1,-5.654207968574635,-0.1137818043187987,-0.1137818043187987,-1.69911764705882,-0.1169667820250661,0,0,1,0,0,0,0,0,0,1,0,0
1,3,0,,1,0,16.1,0,0,-16.104207968574634,-0.3240711784875359,-0.3240711784875359,,,0,0,0,0,0,0,0,1,0,1,0,1
1,2,0,42.0,1,0,26.0,0,0,-6.204207968574636,-0.1248496661171533,-0.1248496661171533,12.30088235294118,0.8467892893602823,0,0,0,0,0,0,0,1,0,1,0,1
0,3,1,17.0,0,0,7.125,1,1,-25.07920796857464,-0.504678559651595,-0.504678559651595,-12.69911764705882,-0.8742036952564113,1,0,0,0,0,0,0,1,0,1,0,0
0,1,1,50.0,1,0,55.9,1,0,23.695792031425363,0.4768395480115779,0.4768395480115779,20.30088235294118,1.3975070444376243,0,0,0,0,1,0,0,0,0,1,0,1
1,1,0,14.0,1,2,120.0,0,0,87.79579203142536,1.7667485321470855,1.7667485321470855,-15.69911764705882,-1.0807228534104143,1,1,0,0,0,0,0,0,0,1,0,3
0,3,0,21.0,2,2,34.375,0,0,2.170792031425364,0.0436836839941551,0.0436836839941551,-8.69911764705882,-0.5988448177177403,0,0,0,0,0,0,0,1,0,1,0,4
1,2,0,24.0,2,3,18.75,0,0,-13.454207968574636,-0.2707442080045548,-0.2707442080045548,-5.69911764705882,-0.392325659563737,0,0,0,0,0,0,0,1,0,1,0,5
0,1,1,64.0,1,4,263.0,1,0,230.79579203142535,4.644392599719279,4.644392599719279,34.30088235294118,2.3612631158229727,0,0,1,0,0,0,0,0,0,1,0,5
0,2,1,31.0,0,0,10.5,1,1,-21.70420796857464,-0.4367621349798736,-0.4367621349798736,1.30088235294118,0.0895523761289371,0,0,0,0,0,0,0,1,0,1,0,0
1,2,0,45.0,1,1,26.25,0,0,-5.954207968574636,-0.119818819845174,-0.119818819845174,15.30088235294118,1.0533084475142855,0,0,0,0,0,0,0,1,0,1,0,2
0,3,1,20.0,0,0,9.5,1,1,-22.70420796857464,-0.4568855200677911,-0.4568855200677911,-9.69911764705882,-0.667684537102408,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,25.0,1,0,7.775,1,0,-24.42920796857464,-0.4915983593444487,-0.4915983593444487,-4.69911764705882,-0.3234859401790693,0,0,0,0,0,0,0,1,0,1,0,1
1,2,0,28.0,0,0,13.0,0,1,-19.20420796857464,-0.38645367226008,-0.38645367226008,-1.69911764705882,-0.1169667820250661,0,0,0,0,0,0,0,1,0,1,0,0
1,3,1,,0,0,8.1125,1,1,-24.091707968574635,-0.4848067168772765,-0.4848067168772765,,,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,4.0,0,2,81.8583,0,0,49.65409203142536,0.9992084151392652,0.9992084151392652,-25.69911764705882,-1.7691200472570918,1,0,0,0,0,0,0,0,0,1,0,2
1,2,0,13.0,0,1,19.5,0,0,-12.704207968574636,-0.2556516691886167,-0.2556516691886167,-16.69911764705882,-1.1495625727950822,1,0,0,0,0,0,0,1,0,1,0,1
1,1,1,34.0,0,0,26.55,1,1,-5.654207968574635,-0.1137818043187987,-0.1137818043187987,4.30088235294118,0.2960715342829403,0,0,0,0,0,0,0,1,0,1,0,0
1,3,0,5.0,2,1,19.2583,0,0,-12.945907968574636,-0.2605154913643663,-0.2605154913643663,-24.69911764705882,-1.700280327872424,1,0,0,0,0,0,0,1,0,0,0,3
1,1,1,52.0,0,0,30.5,1,1,-1.704207968574636,-0.0342944332215248,-0.0342944332215248,22.30088235294118,1.5351864832069595,0,0,1,0,0,0,0,0,0,1,0,0
0,2,1,36.0,1,2,27.75,1,0,-4.454207968574636,-0.0896337422132978,-0.0896337422132978,6.30088235294118,0.4337509730522758,0,0,0,0,0,0,0,1,0,1,0,3
0,3,1,,1,0,19.9667,1,0,-12.237507968574636,-0.2462600853680856,-0.2462600853680856,,,0,0,0,0,0,0,0,1,0,1,0,1
0,1,1,30.0,0,0,27.75,1,1,-4.454207968574636,-0.0896337422132978,-0.0896337422132978,0.3008823529411799,0.0207126567442693,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,49.0,1,0,89.1042,1,0,56.89999203142537,1.1450204511478064,1.1450204511478064,19.30088235294118,1.3286673250529566,0,0,1,0,0,0,0,0,0,0,0,1
0,3,1,,0,0,8.05,1,1,-24.154207968574635,-0.4860644284452713,-0.4860644284452713,,,0,0,0,0,0,0,0,1,0,1,0,0
1,3,1,29.0,0,0,7.8958,1,1,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,-0.6991176470588201,-0.0481270626403983,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,65.0,0,0,26.55,1,1,-5.654207968574635,-0.1137818043187987,-0.1137818043187987,35.30088235294118,2.43010283520764,0,0,0,0,1,0,0,0,0,1,0,0
1,1,0,,1,0,51.8625,0,0,19.65829203142536,0.3955913807191113,0.3955913807191113,,,0,0,0,1,0,0,0,0,0,1,0,1
1,2,0,50.0,0,0,10.5,0,1,-21.70420796857464,-0.4367621349798736,-0.4367621349798736,20.30088235294118,1.3975070444376243,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,,0,0,7.75,1,1,-24.45420796857464,-0.4921014439716465,-0.4921014439716465,,,0,0,0,0,0,0,0,1,1,0,0,0
1,1,1,48.0,0,0,26.55,1,1,-5.654207968574635,-0.1137818043187987,-0.1137818043187987,18.30088235294118,1.2598276056682889,0,0,0,0,1,0,0,0,0,1,0,0
0,3,1,34.0,0,0,8.05,1,1,-24.154207968574635,-0.4860644284452713,-0.4860644284452713,4.30088235294118,0.2960715342829403,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,47.0,0,0,38.5,1,1,6.295792031425364,0.1266926474818146,0.1266926474818146,17.30088235294118,1.190987886283621,0,0,0,0,1,0,0,0,0,1,0,0
0,2,1,48.0,0,0,13.0,1,1,-19.20420796857464,-0.38645367226008,-0.38645367226008,18.30088235294118,1.2598276056682889,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,,0,0,8.05,1,1,-24.154207968574635,-0.4860644284452713,-0.4860644284452713,,,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,38.0,0,0,7.05,1,1,-25.154207968574635,-0.5061878135331888,-0.5061878135331888,8.30088235294118,0.5714304118216114,0,0,0,0,0,0,0,1,0,1,0,0
0,2,1,,0,0,0.0,1,1,-32.20420796857464,-0.6480576784030068,-0.6480576784030068,,,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,56.0,0,0,26.55,1,1,-5.654207968574635,-0.1137818043187987,-0.1137818043187987,26.30088235294118,1.8105453607456308,0,0,0,0,0,0,0,1,0,1,0,0
