survived,pclass,sex,age,sibsp,parch,fare,adult_male,deck,embark_town,alone,difference from mean,fare_zscore,fare zscore,difference from mean (age),age zscore
1,2,female,36.0,0,0,13.0,False,,Southampton,True,-19.204207968574636,-0.38645367226008004,-0.38645367226008004,6.30088235294118,0.43375097305227583
0,3,male,,0,0,7.7292,True,,Queenstown,True,-24.475007968574637,-0.4925200103814753,-0.4925200103814753,,
1,2,female,17.0,0,0,12.0,False,,Cherbourg,True,-20.204207968574636,-0.4065770573479975,-0.4065770573479975,-12.69911764705882,-0.8742036952564113
1,1,male,36.0,1,2,120.0,True,B,Southampton,False,87.79579203142536,1.7667485321470857,1.7667485321470857,6.30088235294118,0.43375097305227583
1,3,male,21.0,0,0,7.7958,True,,Southampton,True,-24.408407968574636,-0.49117979293462,-0.49117979293462,-8.69911764705882,-0.5988448177177403
0,3,male,28.0,2,0,7.925,True,,Southampton,False,-24.279207968574635,-0.48857985158126105,-0.48857985158126105,-1.69911764705882,-0.1169667820250661
1,1,female,23.0,1,0,113.275,False,D,Cherbourg,False,81.07079203142537,1.6314187674308411,1.6314187674308411,-6.69911764705882,-0.4611653789484048
1,3,female,24.0,0,2,16.7,False,G,Southampton,False,-15.504207968574637,-0.3119971474347855,-0.3119971474347855,-5.69911764705882,-0.39232565956373705
0,3,male,22.0,0,0,7.7958,True,,Southampton,True,-24.408407968574636,-0.49117979293462,-0.49117979293462,-7.69911764705882,-0.5300050983330725
0,3,female,31.0,0,0,7.8542,False,,Southampton,True,-24.350007968574637,-0.4900045872454856,-0.4900045872454856,1.30088235294118,0.08955237612893713
0,2,male,46.0,0,0,26.0,True,,Southampton,True,-6.204207968574636,-0.12484966611715337,-0.12484966611715337,16.30088235294118,1.1221481668989532
0,2,male,23.0,0,0,10.5,True,,Southampton,True,-21.704207968574636,-0.43676213497987365,-0.43676213497987365,-6.69911764705882,-0.4611653789484048
1,2,female,28.0,0,0,12.65,False,,Southampton,True,-19.554207968574637,-0.3934968570408512,-0.3934968570408512,-1.69911764705882,-0.1169667820250661
1,3,male,39.0,0,0,7.925,True,,Southampton,True,-24.279207968574635,-0.48857985158126105,-0.48857985158126105,9.30088235294118,0.6402701312062791
0,3,male,26.0,0,0,8.05,True,,Southampton,True,-24.154207968574635,-0.48606442844527137,-0.48606442844527137,-3.69911764705882,-0.2546462207944016
0,3,female,21.0,1,0,9.825,False,,Southampton,False,-22.379207968574637,-0.45034541991421795,-0.45034541991421795,-8.69911764705882,-0.5988448177177403
0,3,male,28.0,1,0,15.85,True,,Southampton,False,-16.354207968574634,-0.32910202475951533,-0.32910202475951533,-1.69911764705882,-0.1169667820250661
0,3,female,20.0,0,0,8.6625,False,,Southampton,True,-23.541707968574634,-0.4737388550789219,-0.4737388550789219,-9.69911764705882,-0.667684537102408
0,2,male,34.0,1,0,21.0,True,,Southampton,False,-11.204207968574636,-0.22546659155674054,-0.22546659155674054,4.30088235294118,0.29607153428294036
0,3,male,51.0,0,0,7.75,True,,Southampton,True,-24.454207968574636,-0.49210144397164657,-0.49210144397164657,21.30088235294118,1.466346763822292
1,2,male,3.0,1,1,18.75,False,,Southampton,False,-13.454207968574636,-0.2707442080045548,-0.2707442080045548,-26.69911764705882,-1.8379597666417598
0,3,male,21.0,0,0,7.775,True,,Southampton,True,-24.429207968574637,-0.4915983593444487,-0.4915983593444487,-8.69911764705882,-0.5988448177177403
0,3,female,,3,1,25.4667,False,,Southampton,False,-6.737507968574636,-0.13558146738453974,-0.13558146738453974,,
0,3,male,,0,0,7.8958,True,,Southampton,True,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,,
0,3,male,,0,0,6.8583,True,,Queenstown,True,-25.345907968574636,-0.5100454664545425,-0.5100454664545425,,
1,1,female,33.0,1,0,90.0,False,C,Queenstown,False,57.795792031425364,1.1630469795095626,1.1630469795095626,3.30088235294118,0.2272318148982726
0,2,male,,0,0,0.0,True,,Southampton,True,-32.204207968574636,-0.6480576784030068,-0.6480576784030068,,
1,3,male,44.0,0,0,7.925,True,,Southampton,True,-24.279207968574635,-0.48857985158126105,-0.48857985158126105,14.30088235294118,0.9844687281296177
0,3,female,,0,0,8.05,False,,Southampton,True,-24.154207968574635,-0.48606442844527137,-0.48606442844527137,,
1,2,female,34.0,1,1,32.5,False,,Southampton,False,0.29579203142536414,0.005952336954309979,0.005952336954309979,4.30088235294118,0.29607153428294036
1,2,female,18.0,0,2,13.0,False,,Southampton,False,-19.204207968574636,-0.38645367226008004,-0.38645367226008004,-11.69911764705882,-0.8053639758717436
0,2,male,30.0,0,0,13.0,True,,Southampton,True,-19.204207968574636,-0.38645367226008004,-0.38645367226008004,0.30088235294117993,0.020712656744269385
0,3,female,10.0,0,2,24.15,False,,Southampton,False,-8.054207968574637,-0.16207792852980066,-0.16207792852980066,-19.69911764705882,-1.3560817309490854
0,3,male,,0,0,7.8958,True,,Cherbourg,True,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,,
0,3,male,21.0,0,0,7.7333,True,,Queenstown,True,-24.470907968574636,-0.4924375045026148,-0.4924375045026148,-8.69911764705882,-0.5988448177177403
0,3,male,29.0,0,0,7.875,True,,Southampton,True,-24.329207968574636,-0.4895860208356569,-0.4895860208356569,-0.6991176470588201,-0.04812706264039836
0,3,female,28.0,1,1,14.4,False,,Southampton,False,-17.804207968574637,-0.35828093313699566,-0.35828093313699566,-1.69911764705882,-0.1169667820250661
0,3,male,18.0,1,1,20.2125,True,,Southampton,False,-11.991707968574637,-0.24131375731347557,-0.24131375731347557,-11.69911764705882,-0.8053639758717436
0,3,male,,0,0,7.25,True,,Southampton,True,-24.954207968574636,-0.5021631365156053,-0.5021631365156053,,
1,2,female,28.0,1,0,26.0,False,,Southampton,False,-6.204207968574636,-0.12484966611715337,-0.12484966611715337,-1.69911764705882,-0.1169667820250661
1,2,female,19.0,0,0,26.0,False,,Southampton,True,-6.204207968574636,-0.12484966611715337,-0.12484966611715337,-10.69911764705882,-0.7365242564870758
0,3,male,,0,0,7.75,True,,Queenstown,True,-24.454207968574636,-0.49210144397164657,-0.49210144397164657,,
1,3,male,32.0,0,0,8.05,True,E,Southampton,True,-24.154207968574635,-0.48606442844527137,-0.48606442844527137,2.30088235294118,0.15839209551360486
1,1,male,28.0,0,0,26.55,True,C,Southampton,True,-5.654207968574635,-0.11378180431879875,-0.11378180431879875,-1.69911764705882,-0.1169667820250661
1,3,female,,1,0,16.1,False,,Southampton,False,-16.104207968574634,-0.32407117848753597,-0.32407117848753597,,
1,2,female,42.0,1,0,26.0,False,,Southampton,False,-6.204207968574636,-0.12484966611715337,-0.12484966611715337,12.30088235294118,0.8467892893602823
0,3,male,17.0,0,0,7.125,True,,Southampton,True,-25.079207968574636,-0.504678559651595,-0.504678559651595,-12.69911764705882,-0.8742036952564113
0,1,male,50.0,1,0,55.9,True,E,Southampton,False,23.695792031425363,0.47683954801157796,0.47683954801157796,20.30088235294118,1.3975070444376243
1,1,female,14.0,1,2,120.0,False,B,Southampton,False,87.79579203142536,1.7667485321470857,1.7667485321470857,-15.69911764705882,-1.0807228534104145
0,3,female,21.0,2,2,34.375,False,,Southampton,False,2.170792031425364,0.043683683994155176,0.043683683994155176,-8.69911764705882,-0.5988448177177403
1,2,female,24.0,2,3,18.75,False,,Southampton,False,-13.454207968574636,-0.2707442080045548,-0.2707442080045548,-5.69911764705882,-0.39232565956373705
0,1,male,64.0,1,4,263.0,True,C,Southampton,False,230.79579203142538,4.644392599719279,4.644392599719279,34.30088235294118,2.3612631158229727
0,2,male,31.0,0,0,10.5,True,,Southampton,True,-21.704207968574636,-0.43676213497987365,-0.43676213497987365,1.30088235294118,0.08955237612893713
1,2,female,45.0,1,1,26.25,False,,Southampton,False,-5.954207968574636,-0.11981881984517401,-0.11981881984517401,15.30088235294118,1.0533084475142855
0,3,male,20.0,0,0,9.5,True,,Southampton,True,-22.704207968574636,-0.4568855200677911,-0.4568855200677911,-9.69911764705882,-0.667684537102408
0,3,male,25.0,1,0,7.775,True,,Southampton,False,-24.429207968574637,-0.4915983593444487,-0.4915983593444487,-4.69911764705882,-0.32348594017906934
1,2,female,28.0,0,0,13.0,False,,Southampton,True,-19.204207968574636,-0.38645367226008004,-0.38645367226008004,-1.69911764705882,-0.1169667820250661
1,3,male,,0,0,8.1125,True,,Southampton,True,-24.091707968574635,-0.4848067168772765,-0.4848067168772765,,
1,1,male,4.0,0,2,81.8583,False,A,Southampton,False,49.654092031425364,0.9992084151392652,0.9992084151392652,-25.69911764705882,-1.7691200472570918
1,2,female,13.0,0,1,19.5,False,,Southampton,False,-12.704207968574636,-0.2556516691886167,-0.2556516691886167,-16.69911764705882,-1.1495625727950822
1,1,male,34.0,0,0,26.55,True,,Southampton,True,-5.654207968574635,-0.11378180431879875,-0.11378180431879875,4.30088235294118,0.29607153428294036
1,3,female,5.0,2,1,19.2583,False,,Cherbourg,False,-12.945907968574637,-0.26051549136436636,-0.26051549136436636,-24.69911764705882,-1.7002803278724241
1,1,male,52.0,0,0,30.5,True,C,Southampton,True,-1.7042079685746359,-0.034294433221524895,-0.034294433221524895,22.30088235294118,1.5351864832069597
0,2,male,36.0,1,2,27.75,True,,Southampton,False,-4.454207968574636,-0.08963374221329785,-0.08963374221329785,6.30088235294118,0.43375097305227583
0,3,male,,1,0,19.9667,True,,Southampton,False,-12.237507968574636,-0.24626008536808563,-0.24626008536808563,,
0,1,male,30.0,0,0,27.75,True,C,Cherbourg,True,-4.454207968574636,-0.08963374221329785,-0.08963374221329785,0.30088235294117993,0.020712656744269385
1,1,male,49.0,1,0,89.1042,True,C,Cherbourg,False,56.89999203142537,1.1450204511478064,1.1450204511478064,19.30088235294118,1.3286673250529566
0,3,male,,0,0,8.05,True,,Southampton,True,-24.154207968574635,-0.48606442844527137,-0.48606442844527137,,
1,3,male,29.0,0,0,7.8958,True,,Cherbourg,True,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,-0.6991176470588201,-0.04812706264039836
0,1,male,65.0,0,0,26.55,True,E,Southampton,True,-5.654207968574635,-0.11378180431879875,-0.11378180431879875,35.30088235294118,2.43010283520764
1,1,female,,1,0,51.8625,False,D,Southampton,False,19.65829203142536,0.3955913807191113,0.3955913807191113,,
1,2,female,50.0,0,0,10.5,False,,Southampton,True,-21.704207968574636,-0.43676213497987365,-0.43676213497987365,20.30088235294118,1.3975070444376243
0,3,male,,0,0,7.75,True,,Queenstown,True,-24.454207968574636,-0.49210144397164657,-0.49210144397164657,,
1,1,male,48.0,0,0,26.55,True,E,Southampton,True,-5.654207968574635,-0.11378180431879875,-0.11378180431879875,18.30088235294118,1.2598276056682887
0,3,male,34.0,0,0,8.05,True,,Southampton,True,-24.154207968574635,-0.48606442844527137,-0.48606442844527137,4.30088235294118,0.29607153428294036
0,1,male,47.0,0,0,38.5,True,E,Southampton,True,6.295792031425364,0.1266926474818146,0.1266926474818146,17.30088235294118,1.190987886283621
0,2,male,48.0,0,0,13.0,True,,Southampton,True,-19.204207968574636,-0.38645367226008004,-0.38645367226008004,18.30088235294118,1.2598276056682887
0,3,male,,0,0,8.05,True,,Southampton,True,-24.154207968574635,-0.48606442844527137,-0.48606442844527137,,
0,3,male,38.0,0,0,7.05,True,,Southampton,True,-25.154207968574635,-0.5061878135331888,-0.5061878135331888,8.30088235294118,0.5714304118216114
0,2,male,,0,0,0.0,True,,Southampton,True,-32.204207968574636,-0.6480576784030068,-0.6480576784030068,,
0,1,male,56.0,0,0,26.55,True,,Southampton,True,-5.654207968574635,-0.11378180431879875,-0.11378180431879875,26.30088235294118,1.8105453607456308
0,3,male,,0,0,7.725,True,,Queenstown,True,-24.479207968574634,-0.4926045285988445,-0.4926045285988445,,
1,3,female,0.75,2,1,19.2583,False,,Cherbourg,False,-12.945907968574637,-0.26051549136436636,-0.26051549136436636,-28.94911764705882,-1.9928491352572621
0,3,male,,0,0,7.25,True,,Southampton,True,-24.954207968574636,-0.5021631365156053,-0.5021631365156053,,
0,3,male,38.0,0,0,8.6625,True,,Southampton,True,-23.541707968574634,-0.4737388550789219,-0.4737388550789219,8.30088235294118,0.5714304118216114
1,2,female,33.0,1,2,27.75,False,,Southampton,False,-4.454207968574636,-0.08963374221329785,-0.08963374221329785,3.30088235294118,0.2272318148982726
1,2,female,23.0,0,0,13.7917,False,D,Cherbourg,True,-18.412507968574637,-0.3705219882859758,-0.3705219882859758,-6.69911764705882,-0.4611653789484048
0,3,female,22.0,0,0,9.8375,False,,Southampton,True,-22.366707968574637,-0.450093877600619,-0.450093877600619,-7.69911764705882,-0.5300050983330725
0,1,male,,0,0,52.0,True,A,Southampton,True,19.795792031425364,0.39835834616870003,0.39835834616870003,,
0,2,male,34.0,1,0,21.0,True,,Southampton,False,-11.204207968574636,-0.22546659155674054,-0.22546659155674054,4.30088235294118,0.29607153428294036
0,3,male,29.0,1,0,7.0458,True,,Southampton,False,-25.158407968574636,-0.5062723317505581,-0.5062723317505581,-0.6991176470588201,-0.04812706264039836
0,3,male,22.0,0,0,7.5208,True,,Southampton,True,-24.683407968574635,-0.49671372383379725,-0.49671372383379725,-7.69911764705882,-0.5300050983330725
1,3,female,2.0,0,1,12.2875,False,,Southampton,False,-19.916707968574634,-0.4007915841352212,-0.4007915841352212,-27.69911764705882,-1.9067994860264275
0,3,male,9.0,5,2,46.9,False,,Southampton,False,14.695792031425363,0.29572908222032107,0.29572908222032107,-20.69911764705882,-1.4249214503337533
0,2,male,,0,0,0.0,True,,Southampton,True,-32.204207968574636,-0.6480576784030068,-0.6480576784030068,,
0,3,male,50.0,0,0,8.05,True,,Southampton,True,-24.154207968574635,-0.48606442844527137,-0.48606442844527137,20.30088235294118,1.3975070444376243
1,3,female,63.0,0,0,9.5875,False,,Southampton,True,-22.616707968574637,-0.45512472387259834,-0.45512472387259834,33.30088235294118,2.2924233964383047
1,1,male,25.0,1,0,91.0792,True,B,Cherbourg,False,58.874992031425364,1.1847641366964432,1.1847641366964432,-4.69911764705882,-0.32348594017906934
0,3,female,,3,1,25.4667,False,,Southampton,False,-6.737507968574636,-0.13558146738453974,-0.13558146738453974,,
1,1,female,35.0,1,0,90.0,False,C,Southampton,False,57.795792031425364,1.1630469795095626,1.1630469795095626,5.30088235294118,0.36491125366760807
0,1,male,58.0,0,0,29.7,True,B,Cherbourg,True,-2.5042079685746366,-0.05039314129185886,-0.05039314129185886,28.30088235294118,1.9482247995149662
0,3,male,30.0,0,0,8.05,True,,Southampton,True,-24.154207968574635,-0.48606442844527137,-0.48606442844527137,0.30088235294117993,0.020712656744269385
1,3,male,9.0,1,1,15.9,False,,Southampton,False,-16.304207968574637,-0.3280958555051195,-0.3280958555051195,-20.69911764705882,-1.4249214503337533
0,3,male,,1,0,19.9667,True,,Southampton,False,-12.237507968574636,-0.24626008536808563,-0.24626008536808563,,
0,3,male,21.0,0,0,7.25,True,,Southampton,True,-24.954207968574636,-0.5021631365156053,-0.5021631365156053,-8.69911764705882,-0.5988448177177403
0,1,male,55.0,0,0,30.5,True,C,Southampton,True,-1.7042079685746359,-0.034294433221524895,-0.034294433221524895,25.30088235294118,1.7417056413609628
0,1,male,71.0,0,0,49.5042,True,,Cherbourg,True,17.29999203142536,0.34813440166627563,0.34813440166627563,41.30088235294118,2.843141151515647
0,3,male,21.0,0,0,8.05,True,,Southampton,True,-24.154207968574635,-0.48606442844527137,-0.48606442844527137,-8.69911764705882,-0.5988448177177403
0,3,male,,0,0,14.4583,True,,Cherbourg,True,-17.745907968574635,-0.35710773978637,-0.35710773978637,,
1,1,female,54.0,1,0,78.2667,False,D,Cherbourg,False,46.062492031425364,0.926933265257501,0.926933265257501,24.30088235294118,1.6728659219762951
0,3,male,,0,0,15.1,True,,Southampton,True,-17.104207968574634,-0.3441945635754534,-0.3441945635754534,,
0,1,female,25.0,1,2,151.55,False,C,Southampton,False,119.34579203142538,2.401641331670881,2.401641331670881,-4.69911764705882,-0.32348594017906934
0,3,male,24.0,0,0,7.7958,True,,Southampton,True,-24.408407968574636,-0.49117979293462,-0.49117979293462,-5.69911764705882,-0.39232565956373705
0,3,male,17.0,0,0,8.6625,True,,Southampton,True,-23.541707968574634,-0.4737388550789219,-0.4737388550789219,-12.69911764705882,-0.8742036952564113
0,3,female,21.0,0,0,7.75,False,,Queenstown,True,-24.454207968574636,-0.49210144397164657,-0.49210144397164657,-8.69911764705882,-0.5988448177177403
0,3,female,,0,0,7.6292,False,,Queenstown,True,-24.575007968574635,-0.494532348890267,-0.494532348890267,,
0,3,female,37.0,0,0,9.5875,False,,Southampton,True,-22.616707968574637,-0.45512472387259834,-0.45512472387259834,7.30088235294118,0.5025906924369435
1,1,female,16.0,0,0,86.5,False,B,Southampton,True,54.295792031425364,1.0926151317018515,1.0926151317018515,-13.69911764705882,-0.943043414641079
0,1,male,18.0,1,0,108.9,True,C,Cherbourg,False,76.69579203142537,1.5433789576712023,1.5433789576712023,-11.69911764705882,-0.8053639758717436
1,2,female,33.0,0,2,26.0,False,,Southampton,False,-6.204207968574636,-0.12484966611715337,-0.12484966611715337,3.30088235294118,0.2272318148982726
1,1,male,,0,0,26.55,True,,Southampton,True,-5.654207968574635,-0.11378180431879875,-0.11378180431879875,,
0,3,male,28.0,0,0,22.525,True,,Southampton,True,-9.679207968574637,-0.19477842929766648,-0.19477842929766648,-1.69911764705882,-0.1169667820250661
1,3,male,26.0,0,0,56.4958,True,,Southampton,True,24.291592031425367,0.48882906084695926,0.48882906084695926,-3.69911764705882,-0.2546462207944016
1,3,male,29.0,0,0,7.75,True,,Queenstown,True,-24.454207968574636,-0.49210144397164657,-0.49210144397164657,-0.6991176470588201,-0.04812706264039836
0,3,male,,0,0,8.05,True,,Southampton,True,-24.154207968574635,-0.48606442844527137,-0.48606442844527137,,
1,1,male,36.0,0,0,26.2875,True,E,Southampton,True,-5.916707968574634,-0.11906419290437707,-0.11906419290437707,6.30088235294118,0.43375097305227583
1,1,female,54.0,1,0,59.4,False,,Cherbourg,False,27.195792031425363,0.547271395819289,0.547271395819289,24.30088235294118,1.6728659219762951
0,3,male,24.0,0,0,7.4958,True,,Southampton,True,-24.708407968574637,-0.4972168084609952,-0.4972168084609952,-5.69911764705882,-0.39232565956373705
0,1,male,47.0,0,0,34.0208,True,D,Southampton,True,1.8165920314253654,0.03655598099601484,0.03655598099601484,17.30088235294118,1.190987886283621
1,2,female,34.0,0,0,10.5,False,F,Southampton,True,-21.704207968574636,-0.43676213497987365,-0.43676213497987365,4.30088235294118,0.29607153428294036
0,3,male,,0,0,24.15,True,,Queenstown,True,-8.054207968574637,-0.16207792852980066,-0.16207792852980066,,
1,2,female,36.0,1,0,26.0,False,,Southampton,False,-6.204207968574636,-0.12484966611715337,-0.12484966611715337,6.30088235294118,0.43375097305227583
0,3,male,32.0,0,0,7.8958,True,,Southampton,True,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,2.30088235294118,0.15839209551360486
1,1,female,30.0,0,0,93.5,False,B,Southampton,True,61.295792031425364,1.2334788273172737,1.2334788273172737,0.30088235294117993,0.020712656744269385
0,3,male,22.0,0,0,7.8958,True,,Southampton,True,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,-7.69911764705882,-0.5300050983330725
0,3,male,,0,0,7.225,True,,Cherbourg,True,-24.979207968574634,-0.5026662211428032,-0.5026662211428032,,
1,1,female,44.0,0,1,57.9792,False,B,Cherbourg,False,25.774992031425363,0.518680090286376,0.518680090286376,14.30088235294118,0.9844687281296177
0,3,male,,0,0,7.2292,True,,Cherbourg,True,-24.975007968574637,-0.502581702925434,-0.502581702925434,,
0,3,male,40.5,0,0,7.75,True,,Queenstown,True,-24.454207968574636,-0.49210144397164657,-0.49210144397164657,10.80088235294118,0.7435297102832806
1,2,female,50.0,0,0,10.5,False,,Southampton,True,-21.704207968574636,-0.43676213497987365,-0.43676213497987365,20.30088235294118,1.3975070444376243
0,1,male,,0,0,221.7792,True,C,Southampton,True,189.57499203142538,3.8148905676872524,3.8148905676872524,,
0,3,male,39.0,0,0,7.925,True,,Southampton,True,-24.279207968574635,-0.48857985158126105,-0.48857985158126105,9.30088235294118,0.6402701312062791
0,2,male,23.0,2,1,11.5,True,,Southampton,False,-20.704207968574636,-0.4166387498919562,-0.4166387498919562,-6.69911764705882,-0.4611653789484048
1,2,female,2.0,1,1,26.0,False,,Southampton,False,-6.204207968574636,-0.12484966611715337,-0.12484966611715337,-27.69911764705882,-1.9067994860264275
0,3,male,,0,0,7.2292,True,,Cherbourg,True,-24.975007968574637,-0.502581702925434,-0.502581702925434,,
0,3,male,17.0,1,1,7.2292,True,,Cherbourg,False,-24.975007968574637,-0.502581702925434,-0.502581702925434,-12.69911764705882,-0.8742036952564113
1,3,female,,0,2,22.3583,False,,Cherbourg,False,-9.845907968574636,-0.1981329975918223,-0.1981329975918223,,
0,3,female,30.0,0,0,8.6625,False,,Southampton,True,-23.541707968574634,-0.4737388550789219,-0.4737388550789219,0.30088235294117993,0.020712656744269385
1,2,female,7.0,0,2,26.25,False,,Southampton,False,-5.954207968574636,-0.11981881984517401,-0.11981881984517401,-22.69911764705882,-1.5626008891030887
0,1,male,45.0,0,0,26.55,True,B,Southampton,True,-5.654207968574635,-0.11378180431879875,-0.11378180431879875,15.30088235294118,1.0533084475142855
1,1,female,30.0,0,0,106.425,False,,Cherbourg,True,74.22079203142536,1.4935735795786065,1.4935735795786065,0.30088235294117993,0.020712656744269385
0,3,male,,0,0,14.5,True,,Southampton,True,-17.704207968574636,-0.35626859462820387,-0.35626859462820387,,
1,1,female,22.0,0,2,49.5,False,B,Cherbourg,False,17.295792031425364,0.3480498834489064,0.3480498834489064,-7.69911764705882,-0.5300050983330725
1,1,female,36.0,0,2,71.0,False,B,Southampton,False,38.795792031425364,0.7807026628391313,0.7807026628391313,6.30088235294118,0.43375097305227583
0,3,female,9.0,4,2,31.275,False,,Southampton,False,-0.9292079685746373,-0.01869880977838891,-0.01869880977838891,-20.69911764705882,-1.4249214503337533
0,3,female,11.0,4,2,31.275,False,,Southampton,False,-0.9292079685746373,-0.01869880977838891,-0.01869880977838891,-18.69911764705882,-1.2872420115644176
1,2,male,32.0,1,0,26.0,True,,Southampton,False,-6.204207968574636,-0.12484966611715337,-0.12484966611715337,2.30088235294118,0.15839209551360486
0,1,male,50.0,1,0,106.425,True,C,Cherbourg,False,74.22079203142536,1.4935735795786065,1.4935735795786065,20.30088235294118,1.3975070444376243
0,1,male,64.0,0,0,26.0,True,,Southampton,True,-6.204207968574636,-0.12484966611715337,-0.12484966611715337,34.30088235294118,2.3612631158229727
1,2,female,19.0,1,0,26.0,False,,Southampton,False,-6.204207968574636,-0.12484966611715337,-0.12484966611715337,-10.69911764705882,-0.7365242564870758
1,2,male,,0,0,13.8625,True,,Cherbourg,True,-18.341707968574635,-0.36909725262175125,-0.36909725262175125,,
0,3,male,33.0,1,1,20.525,True,,Southampton,False,-11.679207968574637,-0.23502519947350137,-0.23502519947350137,3.30088235294118,0.2272318148982726
1,2,male,8.0,1,1,36.75,False,,Southampton,False,4.545792031425364,0.0914767235779591,0.0914767235779591,-21.69911764705882,-1.493761169718421
1,1,male,17.0,0,2,110.8833,True,C,Cherbourg,False,78.67909203142537,1.583289667316069,1.583289667316069,-12.69911764705882,-0.8742036952564113
0,2,male,27.0,0,0,26.0,True,,Southampton,True,-6.204207968574636,-0.12484966611715337,-0.12484966611715337,-2.69911764705882,-0.18580650140973384
0,3,male,,0,0,7.8292,True,,Queenstown,True,-24.375007968574636,-0.4905076718726835,-0.4905076718726835,,
1,3,male,22.0,0,0,7.225,True,,Cherbourg,True,-24.979207968574634,-0.5026662211428032,-0.5026662211428032,-7.69911764705882,-0.5300050983330725
1,3,female,22.0,0,0,7.775,False,,Southampton,True,-24.429207968574637,-0.4915983593444487,-0.4915983593444487,-7.69911764705882,-0.5300050983330725
0,1,male,62.0,0,0,26.55,True,,Southampton,True,-5.654207968574635,-0.11378180431879875,-0.11378180431879875,32.30088235294118,2.2235836770536372
1,1,female,48.0,1,0,39.6,False,A,Cherbourg,False,7.395792031425366,0.1488283710785238,0.1488283710785238,18.30088235294118,1.2598276056682887
0,1,male,,0,0,227.525,True,,Cherbourg,True,195.32079203142536,3.930515513725408,3.930515513725408,,
1,1,female,39.0,1,1,79.65,False,E,Southampton,False,47.44579203142537,0.9547699438496172,0.9547699438496172,9.30088235294118,0.6402701312062791
1,3,female,36.0,1,0,17.4,False,,Southampton,False,-14.804207968574637,-0.2979107778732433,-0.2979107778732433,6.30088235294118,0.43375097305227583
0,3,male,,0,0,7.75,True,,Queenstown,True,-24.454207968574636,-0.49210144397164657,-0.49210144397164657,,
0,3,male,40.0,0,0,7.8958,True,,Southampton,True,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,10.30088235294118,0.7091098505909468
0,2,male,28.0,0,0,13.5,True,,Southampton,True,-18.704207968574636,-0.3763919797161213,-0.3763919797161213,-1.69911764705882,-0.1169667820250661
0,3,male,,0,0,8.05,True,,Southampton,True,-24.154207968574635,-0.48606442844527137,-0.48606442844527137,,
0,3,female,,0,0,8.05,False,,Southampton,True,-24.154207968574635,-0.48606442844527137,-0.48606442844527137,,
0,3,male,24.0,2,0,24.15,True,,Southampton,False,-8.054207968574637,-0.16207792852980066,-0.16207792852980066,-5.69911764705882,-0.39232565956373705
0,3,male,19.0,0,0,7.8958,True,,Southampton,True,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,-10.69911764705882,-0.7365242564870758
0,3,female,29.0,0,4,21.075,False,,Southampton,False,-11.129207968574637,-0.22395733767514675,-0.22395733767514675,-0.6991176470588201,-0.04812706264039836
0,3,male,,0,0,7.2292,True,,Cherbourg,True,-24.975007968574637,-0.502581702925434,-0.502581702925434,,
1,3,male,32.0,0,0,7.8542,True,,Southampton,True,-24.350007968574637,-0.4900045872454856,-0.4900045872454856,2.30088235294118,0.15839209551360486
1,2,male,62.0,0,0,10.5,True,,Southampton,True,-21.704207968574636,-0.43676213497987365,-0.43676213497987365,32.30088235294118,2.2235836770536372
1,1,female,53.0,2,0,51.4792,False,C,Southampton,False,19.274992031425363,0.38787808721491257,0.38787808721491257,23.30088235294118,1.6040262025916274
1,1,male,36.0,0,0,26.3875,True,E,Southampton,True,-5.816707968574637,-0.11705185439558537,-0.11705185439558537,6.30088235294118,0.43375097305227583
1,3,female,,0,0,7.75,False,,Queenstown,True,-24.454207968574636,-0.49210144397164657,-0.49210144397164657,,
0,3,male,16.0,0,0,8.05,True,,Southampton,True,-24.154207968574635,-0.48606442844527137,-0.48606442844527137,-13.69911764705882,-0.943043414641079
0,3,male,19.0,0,0,14.5,True,,Southampton,True,-17.704207968574636,-0.35626859462820387,-0.35626859462820387,-10.69911764705882,-0.7365242564870758
1,2,female,34.0,0,0,13.0,False,,Southampton,True,-19.204207968574636,-0.38645367226008004,-0.38645367226008004,4.30088235294118,0.29607153428294036
1,1,female,39.0,1,0,55.9,False,E,Southampton,False,23.695792031425363,0.47683954801157796,0.47683954801157796,9.30088235294118,0.6402701312062791
0,3,female,,1,0,14.4583,False,,Cherbourg,False,-17.745907968574635,-0.35710773978637,-0.35710773978637,,
1,3,male,32.0,0,0,7.925,True,,Southampton,True,-24.279207968574635,-0.48857985158126105,-0.48857985158126105,2.30088235294118,0.15839209551360486
1,2,female,25.0,1,1,30.0,False,,Southampton,False,-2.204207968574636,-0.04435612576548362,-0.04435612576548362,-4.69911764705882,-0.32348594017906934
1,1,female,39.0,1,1,110.8833,False,C,Cherbourg,False,78.67909203142537,1.583289667316069,1.583289667316069,9.30088235294118,0.6402701312062791
0,2,male,54.0,0,0,26.0,True,,Southampton,True,-6.204207968574636,-0.12484966611715337,-0.12484966611715337,24.30088235294118,1.6728659219762951
